date,equity,return
2023-01-17,1.0240816266186252,0.024081626618625163
2023-01-18,1.0907963082856247,0.06514586331099596
2023-02-08,1.0959724146436225,0.004745254745254085
2023-03-23,1.0677402152939475,-0.025759954331382753
2023-04-06,1.1488574047893838,0.07597090409590405
2023-04-06,1.1675037568220175,0.01623034499747346
2023-04-13,1.1812424072519463,0.01176754280202573
2023-04-26,1.1338867755941076,-0.04008968131105896
2023-05-04,1.1507549604805662,0.014876427919904458
2023-05-22,1.1505139141964273,-0.00020946795140321903
2023-05-23,1.1618519450151505,0.009854753322685702
2023-06-02,1.2001804539782805,0.03298915074986612
2023-06-05,1.2212224615035858,0.017532369782857864
2023-06-08,1.2641865544007835,0.03518121738794402
2023-06-22,1.3014328485201654,0.029462656432884208
2023-07-10,1.3188146228283808,0.013355874894336464
2023-07-12,1.302140379205488,-0.012643356643356446
2023-07-21,1.3599919224657138,0.04442803877683636
2023-07-26,1.348226158181445,-0.008651348651348595
2023-08-15,1.3599694425380653,0.008710173946231914
2023-09-06,1.4410332221632118,0.05960705960705985
2023-09-19,1.422623213794836,-0.01277556137167985
2023-10-03,1.3716526467281762,-0.03582857820145946
2023-10-27,1.341689398550596,-0.021844632640087187
2023-11-14,1.4093219427127526,0.05040849561397654
2023-11-16,1.5143915268590646,0.07455328762146954
2023-11-17,1.5585959498614725,0.02918956043955854
2023-11-24,1.5660633813731741,0.004791127240106947
2023-12-05,1.603530081883739,0.023924127820237322
2023-12-20,1.594321249120083,-0.005742850020523458
2023-12-20,1.6281389500342116,0.02121134679274496
2023-12-29,1.636966861405554,0.005422087206473959
2023-12-29,1.7500808879377199,0.06909976566968654
