ticker,timestamp,open,high,low,close,volume,bu,sd,ema_5,ema_10,ema_20,ema_50,sma_10,sma_20,sma_50,macd,macd_signal,macd_diff,adx,rsi,stoch,stoch_signal,bb_upper,bb_lower,bb_width,bb_position,atr,atr_ratio,mfi,vwap,vwap_ratio,obv,return_1d,return_5d,return_10d,return_20d,return_60d,return_120d,volatility,volatility_of_volatility,volume_sma,volume_ratio,volume_zscore,bu_sd_ratio,net_active_volume,active_volume_ratio,high_low_ratio,close_open_ratio,gap,trend_sma,above_trend,vol_regime,roc_5,roc_10,roc_20,cum_return_5d,cum_return_10d,cum_return_20d,price_rank_20d,price_rank_50d
CSV,2022-01-04,14035.4323381941,14084.6219375102,13871.4670071404,13937.0531395619,258200.0,,,,,,,,,,,,,,,,,,,,,,,,,,258200.0,,,,,,,,,,,,,,,0.015294117647060911,-0.0070093457943923645,,,0,,,,,,,,,
CSV,2022-01-05,13953.4496726672,14150.2080699317,13937.0531395619,13937.0531395619,364800.0,,,,,,,,,,,,,,,,,,,,,,,,,,258200.0,0.0,,,,,,,,,,,,,,0.015294117647060911,-0.001175088131605113,0.0011764705882305253,,0,,,,,,,,,
CSV,2022-01-06,13937.0531395619,14297.77686788,13773.0878085082,13838.6739409297,346500.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88300.0,-0.007058823529411562,,,,,,,,,,,,,,0.03791469194313213,-0.007058823529411604,0.0,,0,,,,,,,,,
CSV,2022-01-07,13838.6739409297,14101.0184706156,13625.5190105599,13625.5190105599,385600.0,,,,,,,,,,,,,,,,,,,,,,,,,,-473900.0,-0.01540284360189792,,,,,,,,,,,,,,0.03489771359807901,-0.015402843601897967,0.0,,0,,,,,,,,,
CSV,2022-01-10,13609.1224774545,13674.708609876,13051.6403518721,13068.0368849775,734400.0,,,13563.576552161889,,,,,,,,,,,,,,,,,,,,,,,-1208300.0,-0.040914560770150876,,,,,,,,,,,,,,0.047678795483057895,-0.0397590361445705,-0.0012033694344186995,,0,,,,,,,,,
CSV,2022-01-11,13068.0368849775,13117.2264842935,12494.1582262896,12494.1582262896,607400.0,,,13207.103776871127,,,,,,,,,,,,,,,,,,,,,,,-1815700.0,-0.04391468005019239,-0.10352941176470654,,,,,,,,,,,,,0.04986876640419594,-0.043914680050192376,0.0,,0,,-10.352941176470647,,,-10.352941176470654,,,,
CSV,2022-01-12,12494.1582262896,12936.8646201345,12461.3651600789,12904.0715539238,365900.0,,,13106.093035888685,,,,,,,,,,,,,,,,,,,,,,,-1449800.0,0.03280839895013332,-0.07411764705882218,,,,,,,,,,,,,0.036848792884367786,0.03280839895013337,0.0,,0,,-7.411764705882224,,,-7.411764705882218,,,,
CSV,2022-01-13,12969.6576863453,13117.2264842935,12543.3478256057,12592.5374249218,197200.0,,,12934.907832233059,,,,,,,,,,,,,,,,,,,,,,,-1647000.0,-0.02414231257941768,-0.09004739336492984,,,,,,,,,,,,,0.04557291666666326,-0.029077117572697257,0.005082592121984578,,0,,-9.004739336492982,,,-9.004739336492984,,,,
CSV,2022-01-14,12576.1408918165,12641.7270242379,12330.1928952359,12395.7790276574,202900.0,,,12755.19823070784,,,,,,,,,,,,,,,,,,,,,,,-1849900.0,-0.015624999999999778,-0.09025270758122605,,,,,,,,,,,,,0.025132275132277462,-0.014341590612782062,-0.0013020833333280564,,0,,-9.025270758122609,,,-9.025270758122605,,,,
CSV,2022-01-17,12461.3651600789,12477.7616931843,11543.1593061784,11543.1593061784,381300.0,,,12351.185255864693,12809.129685878142,,,13033.60416545619,,,,,,,,,,,,,,,,,,,-2231200.0,-0.06878306878306217,-0.11668757841906907,,,,,,,,,,,,,0.0809659090909072,-0.07368421052631167,0.005291005291007913,,0,,-11.668757841906913,,,-11.668757841906906,,,,
CSV,2022-01-18,11493.9697068623,12346.5894283413,11116.8494454388,11936.6761007071,457000.0,,,12213.01553747883,12650.501761301588,,,12833.56646157071,,,,,,,,,,,,,,,,,,,-1774200.0,0.034090909090899624,-0.044619422572180545,-0.14352941176470824,,,,,,,,,,,,0.10302197802197657,0.03851640513551101,-0.004261363636363512,,0,,-4.46194225721805,-14.352941176470827,,-4.4619422572180545,-14.352941176470823,,,
CSV,2022-01-19,11936.6761007071,12297.3998290253,11411.9870413354,11985.8657000233,89100.0,,,12137.298924993655,12529.658841069173,,,12638.44771761685,,,,,,,,,,,,,,,,,,,-1685100.0,0.004120879120887322,-0.07115628970774712,-0.13999999999999524,,,,,,,,,,,,0.07387140902873449,0.00412087912088742,0.0,,0,,-7.115628970774717,-13.99999999999953,,-7.115628970774712,-13.999999999999524,,,
CSV,2022-01-20,12133.4344979716,12461.3651600789,11969.4691669179,12461.3651600789,224900.0,,,12245.321003355402,12517.241808161849,,,12500.71683953177,,,,,,,,,,,,,,,,,,,-1460200.0,0.03967168262653531,-0.010416666666663854,-0.09952606635070926,,,,,,,,,,,,0.03947368421052563,0.027027027027023618,0.012311901504787766,,0,,-1.0416666666663885,-9.952606635070929,,-1.0416666666663854,-9.952606635070927,,,
CSV,2022-01-21,12526.9512925003,12953.2611532399,12477.7616931843,12625.3304911325,239800.0,,,12371.990832614436,12536.894295974695,,,12400.69798758903,,,,,,,41.2661063994888,47.42268041236907,,,,,,576.2210205600428,0.04564007421150331,28.116372517809694,12939.696216407774,0.9757053241422582,-1220400.0,0.013157894736836484,0.018518518518515492,-0.07340553549939965,,,,,,,,,,,,0.03766233766233454,0.007853403141361105,0.005263157894731408,,0,,1.8518518518515517,-7.340553549939968,,1.8518518518515492,-7.3405535499399654,,,
CSV,2022-01-24,12625.3304911325,12953.2611532399,12264.6067628145,12461.3651600789,276000.0,,,12401.78227510259,12523.161725811824,,,12340.03081509917,,,,,,,38.91667922579833,42.26804123711356,,,,,,584.2519755504255,0.046885069817400836,26.561486262006483,12863.879387268671,0.9687097324942164,-1496400.0,-0.012987012987007551,0.0795454545454497,-0.04642409033877204,,,,,,,,,,,,0.05526315789473591,-0.012987012987007503,0.0,,0,,7.954545454544975,-4.642409033877203,,7.95454545454497,-4.642409033877204,,,
CSV,2022-01-25,12018.658766234,12592.5374249218,12018.658766234,12330.1928952359,150000.0,,,12377.919148480361,12488.076483888926,,,12323.6342819938,,,,,,,37.09705145346966,38.14432989690535,42.61168384879599,,,,,583.5110243459523,0.04732375472985564,19.420068492887992,12756.553093120914,0.9665771627513601,-1646400.0,-0.010526315789478824,0.032967032967032406,-0.01312335958005506,,,,,,,,,,,,0.046542553191485994,0.02592087312414118,-0.03552631578947295,,0,,3.296703296703246,-1.3123359580055065,,3.2967032967032406,-1.312335958005506,,,
CSV,2022-01-26,12395.7790276574,12625.3304911325,12281.0032959198,12330.1928952359,150100.0,,,12362.010397398875,12459.370376861101,,,12266.24641612501,,,,,,,37.09705145346966,40.65934065933862,40.357237264452515,,,,,566.4264651221486,0.045938167385929755,23.745346923290114,12650.739678395079,0.9746618149366706,-1646400.0,0.0,0.02872777017782946,-0.04447268106734881,,,,,,,,,,,,0.02792553191489322,-0.005291005291007913,0.005319148936172862,,0,,2.872777017782957,-4.447268106734882,,2.872777017782946,-4.447268106734881,,,
