entry_date,exit_date,ticker,signal,signal_name,entry_price,exit_price,return_pct,holding_days,confidence
2021-04-01,2021-04-02,ACB,1,Buy,12712.792141393344,12987.241693360704,0.02158845585728895,1,0.6316461
2021-04-08,2021-04-13,ACB,1,Buy,12919.351541031934,12968.501084856576,0.003804335199684194,3,0.6352915
2021-04-28,2021-05-14,ACB,1,Buy,12694.01401415347,13661.903599509313,0.07624771678026136,10,0.6586393
2021-05-17,2021-05-31,ACB,1,Buy,13726.811012346432,15517.223841417985,0.13043181169036167,10,0.69318634
2021-06-08,2021-06-22,ACB,1,Buy,15097.614300857087,16702.567329304078,0.10630507552149338,10,0.60240334
2021-07-02,2021-07-05,ACB,1,Buy,16947.259833984477,17780.15231829144,0.04914614471401186,1,0.63018847
2021-07-19,2021-07-21,ACB,1,Buy,15092.91976904712,15835.81418598816,0.04922138514673511,2,0.6433473
2021-07-26,2021-08-02,ACB,1,Buy,15351.119018595358,16655.715808043762,0.08498382351593387,5,0.6320253
2021-11-19,2021-11-24,ACB,1,Buy,15703.208904342959,16562.01276552312,0.05468970491392019,3,0.61082923
2021-12-24,2021-12-31,ACB,1,Buy,15491.954972894398,16163.7748348104,0.043365725183907085,5,0.6296441
2022-01-21,2022-01-26,ACB,1,Buy,15703.208904342959,16608.86428678344,0.05767326843560028,3,0.6573751
2022-03-08,2022-03-16,ACB,1,Buy,15304.173700495678,15367.298973384959,0.004124709646182131,6,0.6113279
2022-03-25,2022-04-01,ACB,1,Buy,15351.119018595358,15648.40810094688,0.01936595514577172,5,0.6148172
2022-04-19,2022-04-25,ACB,1,Buy,14858.193178548718,14289.7139843976,-0.038260317881170805,4,0.6445189
2022-04-28,2022-04-29,ACB,1,Buy,14553.048610900798,15320.447452124641,0.05273113982791425,1,0.669144
2022-07-12,2022-07-21,ACB,1,Buy,14083.595429903999,14436.1249883361,0.02503121878121886,7,0.7514512
2022-08-23,2022-08-25,ACB,1,Buy,14553.048610900798,14641.10039385,0.006050401211691665,2,0.7632939
2022-10-13,2022-10-17,ACB,1,Buy,11706.988701107699,12269.2421300463,0.04802716080911573,2,0.6248839
2022-11-03,2022-11-15,ACB,1,Buy,12528.531767852099,11185.8007009014,-0.1071738565883764,8,0.6843754
2022-11-16,2022-11-30,ACB,1,Buy,11971.056115418398,12942.7327481634,0.08116883116883138,10,0.70603096
2022-12-01,2022-12-02,ACB,1,Buy,13203.370715534998,13762.634370219,0.04235764235764253,1,0.63228923
2022-12-06,2022-12-13,ACB,1,Buy,13086.0074202858,13499.0945631297,0.03156708762089931,5,0.66883534
2022-12-27,2023-01-11,ACB,1,Buy,12968.644125036599,14172.585181246799,0.09283476704291187,10,0.66167635
2023-01-17,2023-01-27,ACB,1,Buy,14846.456849023798,15431.7198151179,0.03942105325504549,3,0.6244024
2023-02-06,2023-02-20,ACB,1,Buy,14611.730258525398,15109.615606453199,0.03407435937556423,10,0.66102725
2023-03-31,2023-04-06,ACB,1,Buy,14670.411906149997,14582.5359922746,-0.005990009990009828,4,0.62063736
2023-05-04,2023-05-09,ACB,1,Buy,14494.3669632762,14582.5359922746,0.006082985840070852,3,0.6183907
2023-06-01,2023-06-05,ACB,1,Buy,15033.966948,15249.320414999998,0.014324460586142763,2,0.6113364
2023-09-29,2023-10-11,ACB,1,Buy,15350.101766999998,15915.382686,0.03682587435447864,8,0.63412774
2023-11-01,2023-11-09,ACB,1,Buy,15174.471311999998,15810.214958999999,0.041895604395604476,6,0.6601676
2023-12-07,2023-12-15,ACB,1,Buy,15736.488767999997,15950.438595000001,0.013595779220779477,6,0.6184071
2024-03-15,2024-03-29,ACB,1,Buy,19213.971776999995,19981.86813,0.039965518941753146,10,0.601738
2024-04-01,2024-04-15,ACB,1,Buy,19986.745778999997,18825.023133,-0.05812465214925665,10,0.659119
2024-06-07,2024-06-21,ACB,1,Buy,20573.853299999995,20491.013475,-0.004026461343534295,10,0.60291207
2024-07-17,2024-07-25,ACB,1,Buy,20490.219749999997,20073.681225,-0.02032865094089566,6,0.6503237
2024-08-08,2024-08-22,ACB,1,Buy,19444.800375,20365.8138,0.04736553768811839,10,0.67698425
2024-09-17,2024-10-01,ACB,1,Buy,20490.219749999997,21492.610875,0.04892046728781433,10,0.6517128
2024-10-09,2024-10-22,ACB,1,Buy,21953.806875,21200.478300000002,-0.034314257171399846,9,0.6162774
2024-11-22,2024-11-28,ACB,1,Buy,20866.570724999998,20991.812175,0.006002014018046148,4,0.67668873
2021-03-29,2021-04-02,BFC,1,Buy,14711.157481192471,15879.577518523385,0.07942407243105681,4,0.62368464
2021-05-10,2021-05-14,BFC,1,Buy,14231.073087866733,16529.81883932497,0.1615300362288297,4,0.6148072
2021-05-28,2021-06-04,BFC,1,Buy,17625.955583526487,19096.560895120907,0.08343407565198178,5,0.62930197
2021-06-09,2021-06-23,BFC,1,Buy,18277.498688754105,20571.53644267655,0.12551158082336158,10,0.647276
2021-07-15,2021-07-27,BFC,1,Buy,18439.14733955694,20246.1518592246,0.09799826892164078,8,0.6011549
2021-08-02,2021-08-06,BFC,1,Buy,21808.186047963114,25669.22825008844,0.1770455458163127,4,0.6562642
2021-08-09,2021-08-11,BFC,1,Buy,26590.047440539678,28127.689547279828,0.05782773085225234,2,0.6125554
2021-08-25,2021-08-27,BFC,1,Buy,24307.79541226456,25886.15130572291,0.06493208728677984,2,0.61430645
2021-09-29,2021-10-04,BFC,1,Buy,23873.080740212103,26030.766676146053,0.0903815456167548,3,0.7053782
2021-10-08,2021-10-15,BFC,1,Buy,24778.73630698806,26211.535889174764,0.057823755192173726,5,0.6240373
2021-11-03,2021-11-15,BFC,1,Buy,24054.211853567293,28669.99718636625,0.19189094038491336,8,0.70925224
2022-01-24,2022-02-11,BFC,1,Buy,18620.278452912033,22270.767045147048,0.1960490870996676,9,0.62300026
2022-02-14,2022-02-28,BFC,1,Buy,22061.769606660382,25163.074453607776,0.14057371200228289,10,0.70592934
2022-03-01,2022-03-09,BFC,1,Buy,24271.56918959342,28236.151075097314,0.16334262752173972,6,0.609853
2022-03-10,2022-03-11,BFC,1,Buy,28473.81101943358,30296.920103625525,0.0640275754779598,1,0.6190027
2022-03-14,2022-03-25,BFC,1,Buy,28256.453683407348,32538.458345182444,0.1515407669253824,9,0.622743
2022-04-08,2022-04-14,BFC,1,Buy,27966.64390203904,30441.53547404847,0.08849440714725826,3,0.68072665
2022-05-17,2022-05-20,BFC,1,Buy,18547.826007570056,20029.22880359013,0.07986934940059592,3,0.64226073
2022-05-23,2022-06-06,BFC,1,Buy,19562.160242358932,24223.074545857973,0.23826173826173494,10,0.63578796
2022-06-28,2022-06-29,BFC,1,Buy,16752.010483715607,17879.54965088881,0.06730769230769454,1,0.6713191
2022-10-25,2022-10-27,BFC,1,Buy,12757.896873014992,13467.712724046136,0.05563737174678995,2,0.654168
2022-11-16,2022-11-17,BFC,1,Buy,11594.562811645914,11919.699767259342,0.02804219192179042,1,0.7158763
2022-11-18,2022-12-02,BFC,1,Buy,11943.563030056657,13738.614991483957,0.15029451068411906,10,0.6247245
2022-12-28,2023-01-12,BFC,1,Buy,13184.452695517,13545.11337188547,0.027354997943229212,10,0.61439925
2023-01-18,2023-01-27,BFC,1,Buy,13773.207105368008,14266.66181568136,0.03582714661431551,2,0.6557486
2023-02-15,2023-03-01,BFC,1,Buy,13572.431491587067,13224.714604423718,-0.025619351063137306,10,0.6214505
2023-03-16,2023-03-30,BFC,1,Buy,13211.03538678153,13184.639711683067,-0.001998001998001913,10,0.6041069
2023-05-04,2023-05-08,BFC,1,Buy,13411.811000562373,13825.837995533891,0.030870327277513664,2,0.6032162
2023-07-25,2023-07-26,BFC,1,Buy,16975.514107108254,16638.29474799481,-0.019865045440493594,1,0.60987693
2023-08-07,2023-08-21,BFC,1,Buy,17453.08611523657,16031.690251974136,-0.08144094711258841,10,0.62529284
2023-09-19,2023-10-03,BFC,1,Buy,17279.42356682622,16118.34803711996,-0.06719411242023962,10,0.60961044
2023-11-16,2023-11-30,BFC,1,Buy,18755.555228313904,20927.855112712274,0.11582167832168497,10,0.6208912
2023-12-06,2023-12-20,BFC,1,Buy,20492.18071241711,20451.237294410286,-0.0019980019980018215,10,0.68286735
2023-12-21,2024-01-05,BFC,1,Buy,21143.415268955778,22236.948234027434,0.0517197884618601,10,0.64097136
2024-01-10,2024-01-24,BFC,1,Buy,23300.30110800562,23253.74705983778,-0.0019980019980018497,10,0.6376494
2021-02-02,2021-02-19,BID,1,Buy,22860.4404155151,25568.771175505357,0.11847237895522553,8,0.60262066
2021-04-01,2021-04-05,BID,1,Buy,25532.817185816737,26409.467733430134,0.03433426641617788,2,0.624623
2021-04-27,2021-05-13,BID,1,Buy,23441.391887319805,24699.08508110041,0.053652667035566697,10,0.683367
2021-05-20,2021-05-24,BID,1,Buy,24312.819095026858,26670.373561751614,0.09696754858045192,2,0.6026349
2021-06-10,2021-06-24,BID,1,Buy,25503.7696122265,26206.54097806898,0.02755558792005287,10,0.68640906
2021-07-23,2021-08-03,BID,1,Buy,23354.2491665491,25133.928128302883,0.0762036470991696,7,0.61005056
2021-09-01,2021-09-17,BID,1,Buy,22657.107400383455,23191.62918413184,0.023591792822562185,10,0.6254901
2021-10-01,2021-10-15,BID,1,Buy,22540.917106022513,22901.73381933019,0.01600718868760114,10,0.6859001
2021-10-18,2021-11-01,BID,1,Buy,22831.392841924866,24235.252497417772,0.0614881301904203,10,0.6863183
2021-11-15,2021-11-24,BID,1,Buy,24864.72299324133,26699.36309823178,0.07378485999981339,7,0.6473288
2021-12-08,2021-12-22,BID,1,Buy,25561.86475940697,25104.938591822716,-0.017875306511669933,10,0.6445055
2021-12-27,2022-01-07,BID,1,Buy,25913.048969808,28718.469295487997,0.1082628419738901,8,0.64280796
2022-01-11,2022-01-21,BID,1,Buy,28922.779869984,34689.273498504,0.19937549759884793,8,0.6046513
2022-05-13,2022-05-17,BID,1,Buy,23343.766494048,25238.552735448,0.08116883116883121,2,0.6355608
2022-06-20,2022-06-29,BID,1,Buy,21655.38086712,25568.229041136,0.18068710950066894,7,0.67176425
2022-07-15,2022-07-29,BID,1,Buy,26280.089323488,27326.502671472,0.039817724175266155,10,0.6043632
2022-08-09,2022-08-15,BID,1,Buy,28372.219339463998,30037.17451824,0.058682585202637055,4,0.6254521
2022-08-29,2022-09-07,BID,1,Buy,28629.14758704,27692.809677792,-0.03270575578267883,5,0.62692213
2022-10-25,2022-10-27,BID,1,Buy,22976.726140368,24835.615028496,0.08090312243666876,2,0.60410684
2022-12-01,2022-12-02,BID,1,Buy,28629.14758704,30183.697320768,0.054299546607238895,1,0.65223926
2022-12-12,2022-12-26,BID,1,Buy,27968.474950415995,28425.423690432,0.016337992715945594,10,0.6469179
2022-12-27,2023-01-11,BID,1,Buy,29363.228294399996,30220.3280214,0.029189560439560593,10,0.70173085
2023-01-12,2023-01-16,BID,1,Buy,30427.645320071995,32747.846365007998,0.0762530593652428,2,0.7762798
2023-02-01,2023-02-15,BID,1,Buy,31418.654275007997,32235.01655616,0.02598336243196068,10,0.6175802
