ticker,timestamp,open,high,low,close,volume,bu,sd
ACB,2020-05-19,6349.0705375427,6493.3675952141,6349.0705375427,6406.7893606112,6091600.0,0.0,0.0
ACB,2020-05-20,6377.9299490769,6464.5081836798,6349.0705375427,6406.7893606112,3128522.0,0.0,0.0
ACB,2020-05-21,6406.7893606112,6551.0864182826,6320.2111260084,6464.5081836798,8632625.0,0.0,0.0
ACB,2020-05-22,6493.3675952141,6551.0864182826,6435.6487721455,6464.5081836798,4841457.0,0.0,0.0
ACB,2020-05-25,6493.3675952141,6551.0864182826,6435.6487721455,6522.2270067484,4692682.0,0.0,0.0
ACB,2020-05-26,6493.3675952141,6781.9617105569,6493.3675952141,6724.2428874884,5267006.0,0.0,0.0
ACB,2020-05-27,6781.9617105569,6839.6805336255,6579.9458298169,6579.9458298169,6411497.0,0.0,0.0
ACB,2020-05-28,6579.9458298169,6695.3834759541,6579.9458298169,6608.8052413512,3569119.0,0.0,0.0
ACB,2020-05-29,6608.8052413512,6637.6646528855,6551.0864182826,6608.8052413512,2394358.0,0.0,0.0
ACB,2020-06-01,6637.6646528855,7243.7122951055,6608.8052413512,7243.7122951055,13869738.0,0.0,0.0
ACB,2020-06-02,7359.1499412426,7647.7440565855,7157.1340605026,7157.1340605026,10935471.0,0.0,0.0
ACB,2020-06-03,7157.1340605026,7359.1499412426,7157.1340605026,7359.1499412426,3758964.0,0.0,0.0
ACB,2020-06-04,7388.0093527769,7416.8687643112,7272.5717066398,7301.4311181741,5159930.0,0.0,0.0
ACB,2020-06-05,7330.2905297083,7330.2905297083,7185.9934720369,7272.5717066398,4104847.0,0.0,0.0
ACB,2020-06-08,7272.5717066398,7503.446998914,7272.5717066398,7330.2905297083,6087952.0,0.0,0.0
ACB,2020-06-09,7359.1499412426,7388.0093527769,7272.5717066398,7359.1499412426,3531866.0,0.0,0.0
ACB,2020-06-10,7359.1499412426,7474.5875873798,7272.5717066398,7388.0093527769,6573276.0,0.0,0.0
ACB,2020-06-11,7388.0093527769,7445.7281758455,7041.6964143655,7070.5558258998,9172138.0,0.0,0.0
ACB,2020-06-12,6926.2587682284,7070.5558258998,6753.1022990226,7070.5558258998,6648375.0,0.0,0.0
ACB,2020-06-15,7128.2746489683,7128.2746489683,6695.3834759541,6724.2428874884,5885937.0,0.0,0.0
ACB,2020-06-16,6810.8211220912,6983.9775912969,6810.8211220912,6868.5399451598,4198366.0,0.0,0.0
ACB,2020-06-17,7012.8370028312,7012.8370028312,6781.9617105569,6839.6805336255,1643140.0,0.0,0.0
ACB,2020-06-18,6839.6805336255,6897.3993566941,6753.1022990226,6868.5399451598,1301526.0,0.0,0.0
ACB,2020-06-19,6868.5399451598,7070.5558258998,6868.5399451598,7041.6964143655,2334941.0,0.0,0.0
ACB,2020-06-22,7041.6964143655,7128.2746489683,6926.2587682284,6955.1181797626,2406648.0,0.0,0.0
ACB,2020-06-23,6983.9775912969,7041.6964143655,6897.3993566941,6926.2587682284,3830664.0,0.0,0.0
ACB,2020-06-24,6926.2587682284,7012.8370028312,6839.6805336255,6868.5399451598,3013466.0,0.0,0.0
ACB,2020-06-25,6839.6805336255,6868.5399451598,6781.9617105569,6839.6805336255,2500893.0,0.0,0.0
ACB,2020-06-26,6868.5399451598,6926.2587682284,6810.8211220912,6810.8211220912,1565541.0,0.0,0.0
ACB,2020-06-29,6810.8211220912,6810.8211220912,6551.0864182826,6608.8052413512,4379272.0,0.0,0.0
ACB,2020-06-30,6637.6646528855,6724.2428874884,6464.5081836798,6579.9458298169,3585654.0,0.0,0.0
ACB,2020-07-01,6579.9458298169,6724.2428874884,6579.9458298169,6695.3834759541,1676001.0,0.0,0.0
ACB,2020-07-02,6695.3834759541,6753.1022990226,6637.6646528855,6666.5240644198,1082089.0,0.0,0.0
ACB,2020-07-03,6695.3834759541,6724.2428874884,6637.6646528855,6637.6646528855,1282400.0,0.0,0.0
ACB,2020-07-06,6637.6646528855,6839.6805336255,6637.6646528855,6810.8211220912,3204367.0,0.0,0.0
ACB,2020-07-07,6839.6805336255,6926.2587682284,6839.6805336255,6839.6805336255,2389942.0,711925.0,946000.0
ACB,2020-07-08,6810.8211220912,6926.2587682284,6810.8211220912,6897.3993566941,1863494.0,671048.0,745486.0
ACB,2020-07-09,6897.3993566941,7012.8370028312,6897.3993566941,7012.8370028312,2248695.0,1262547.0,669814.0
ACB,2020-07-10,7012.8370028312,7041.6964143655,6868.5399451598,6926.2587682284,2400071.0,424471.0,1448702.0
ACB,2020-07-13,6955.1181797626,6983.9775912969,6868.5399451598,6897.3993566941,1840094.0,519854.0,1119028.0
ACB,2020-07-14,6897.3993566941,6955.1181797626,6839.6805336255,6926.2587682284,1406915.0,530338.0,554525.0
ACB,2020-07-15,6983.9775912969,6983.9775912969,6926.2587682284,6926.2587682284,1645181.0,485247.0,939734.0
ACB,2020-07-16,6983.9775912969,6983.9775912969,6897.3993566941,6926.2587682284,903322.0,137918.0,566740.0
ACB,2020-07-17,6955.1181797626,7214.8528835712,6926.2587682284,7157.1340605026,7890281.0,3234363.0,2275172.0
ACB,2020-07-20,7157.1340605026,7185.9934720369,7070.5558258998,7070.5558258998,2622390.0,1158434.0,1065980.0
ACB,2020-07-21,7070.5558258998,7099.4152374341,6983.9775912969,7099.4152374341,2248440.0,968643.0,687965.0
ACB,2020-07-22,7099.4152374341,7157.1340605026,6983.9775912969,7041.6964143655,1733617.0,812012.0,669035.0
ACB,2020-07-23,7041.6964143655,7041.6964143655,6926.2587682284,6983.9775912969,1955807.0,633196.0,1143247.0
ACB,2020-07-24,7012.8370028312,7012.8370028312,6493.3675952141,6695.3834759541,5532575.0,1721902.0,3103549.0
ACB,2020-07-27,6031.6170106655,6608.8052413512,6031.6170106655,6291.3517144741,6240477.0,2258628.0,3008572.0
ACB,2020-07-28,6291.3517144741,6608.8052413512,6204.7734798712,6608.8052413512,2638740.0,1345447.0,915848.0
ACB,2020-07-29,6551.0864182826,6579.9458298169,6233.6328914055,6406.7893606112,4929532.0,1706283.0,2103886.0
ACB,2020-07-30,6262.4923029398,6522.2270067484,6262.4923029398,6522.2270067484,2044036.0,662851.0,679207.0
ACB,2020-07-31,6551.0864182826,6551.0864182826,6377.9299490769,6493.3675952141,2710812.0,794772.0,857005.0
ACB,2020-08-03,6377.9299490769,6695.3834759541,6377.9299490769,6695.3834759541,3044677.0,1227407.0,1071199.0
ACB,2020-08-04,6724.2428874884,6897.3993566941,6724.2428874884,6839.6805336255,3677562.0,1178449.0,1053683.0
ACB,2020-08-05,6897.3993566941,7041.6964143655,6839.6805336255,6926.2587682284,6224136.0,1674502.0,1840352.0
ACB,2020-08-06,6955.1181797626,6955.1181797626,6839.6805336255,6868.5399451598,1874899.0,827434.0,671465.0
ACB,2020-08-07,6897.3993566941,6955.1181797626,6781.9617105569,6839.6805336255,3235978.0,686919.0,887694.0
ACB,2020-08-10,6839.6805336255,6955.1181797626,6839.6805336255,6868.5399451598,2846760.0,765280.0,1148844.0
ACB,2020-08-11,6926.2587682284,7330.2905297083,6897.3993566941,7330.2905297083,16851507.0,6598694.0,4937533.0
ACB,2020-08-12,7445.7281758455,7474.5875873798,7272.5717066398,7330.2905297083,8886728.0,2810014.0,1647314.0
ACB,2020-08-13,7330.2905297083,7388.0093527769,7301.4311181741,7359.1499412426,5013166.0,1335994.0,1684510.0
ACB,2020-08-14,7359.1499412426,7359.1499412426,7214.8528835712,7301.4311181741,6735494.0,2501935.0,3352190.0
ACB,2020-08-17,7301.4311181741,7445.7281758455,7272.5717066398,7445.7281758455,6247301.0,1939454.0,1793149.0
ACB,2020-08-18,7503.446998914,7532.3064104483,7388.0093527769,7388.0093527769,20350796.0,107821.0,102176.0
ACB,2020-08-19,7416.8687643112,7445.7281758455,7330.2905297083,7388.0093527769,9263369.0,0.0,0.0
ACB,2020-08-20,7728.859563264,7953.971977728,7503.7471488,7803.897034752,19695136.0,0.0,0.0
ACB,2020-08-21,7803.897034752,7953.971977728,7728.859563264,7953.971977728,7452791.0,0.0,0.0
ACB,2020-08-24,7953.971977728,8066.52818496,7878.93450624,7878.93450624,6934518.0,0.0,0.0
ACB,2020-08-25,7878.93450624,7953.971977728,7803.897034752,7916.453241984,7801079.0,1527103.0,2147877.0
ACB,2020-08-26,7916.453241984,7991.490713472,7841.415770496,7953.971977728,7376499.0,0.0,0.0
ACB,2020-08-27,7953.971977728,8066.52818496,7916.453241984,8066.52818496,4883627.0,7885314.0,4174509.0
ACB,2020-08-28,8104.046920704,8179.084392192,7991.490713472,8029.009449216,7013693.0,33018453.0,11865084.0
ACB,2020-08-31,8029.009449216,8066.52818496,7916.453241984,7953.971977728,7008237.0,2199643.0,3958162.0
ACB,2020-09-01,7953.971977728,7991.490713472,7878.93450624,7916.453241984,7930164.0,57951325.0,15482429.0
ACB,2020-09-03,7916.453241984,8029.009449216,7878.93450624,7953.971977728,6080561.0,2043606.0,1329668.0
ACB,2020-09-04,7878.93450624,7953.971977728,7803.897034752,7916.453241984,4665691.0,2813365.0,1959850.0
ACB,2020-09-07,7916.453241984,7953.971977728,7803.897034752,7803.897034752,6067374.0,1333422.0,3739555.0
ACB,2020-09-08,7803.897034752,7841.415770496,7728.859563264,7728.859563264,12273490.0,2374907.0,4942276.0
ACB,2020-09-09,7728.859563264,7841.415770496,7616.303356032,7841.415770496,5151482.0,47715550.0,12922515.0
ACB,2020-09-10,7841.415770496,7953.971977728,7841.415770496,7841.415770496,3299267.0,13269040.0,10450340.0
ACB,2020-09-11,7841.415770496,7878.93450624,7766.378299008,7803.897034752,2350091.0,1177177.0,808163.0
ACB,2020-09-14,7803.897034752,7991.490713472,7803.897034752,7953.971977728,5405848.0,38130264.0,26586934.0
ACB,2020-09-15,7953.971977728,8029.009449216,7916.453241984,7991.490713472,4632880.0,1556204.0,2105886.0
ACB,2020-09-16,7953.971977728,7991.490713472,7916.453241984,7953.971977728,2405715.0,29568538.0,47777359.0
ACB,2020-09-17,7991.490713472,8179.084392192,7916.453241984,8066.52818496,12722166.0,134312555.0,161584317.0
ACB,2020-09-18,8066.52818496,8141.565656448,8029.009449216,8141.565656448,3280690.0,1516885.0,1216956.0
ACB,2020-09-21,8179.084392192,8366.678070912,8104.046920704,8254.12186368,7244897.0,3300645.0,2435413.0
ACB,2020-09-22,8254.12186368,8366.678070912,8141.565656448,8366.678070912,8918608.0,6156876.0,7729081.0
ACB,2020-09-23,8366.678070912,8554.271749632,8366.678070912,8441.7155424,6511427.0,2357800.0,3259237.0
ACB,2020-09-24,8404.196806656,8479.234278144,8254.12186368,8329.159335168,5599785.0,2072201.0,2721408.0
ACB,2020-09-25,8329.159335168,8404.196806656,8216.603127936,8329.159335168,6572545.0,43524007.0,36300628.0
ACB,2020-09-28,8329.159335168,8554.271749632,8329.159335168,8479.234278144,8207740.0,3789735.0,2765070.0
ACB,2020-09-29,8516.753013888,8554.271749632,8366.678070912,8404.196806656,5923063.0,2221216.0,3036422.0
ACB,2020-09-30,8404.196806656,8441.7155424,8329.159335168,8441.7155424,3679421.0,15815833.0,12237780.0
ACB,2020-10-01,8366.678070912,8554.271749632,8329.159335168,8441.7155424,6510304.0,1896946.0,2255523.0
ACB,2020-10-02,8404.196806656,8816.90289984,8404.196806656,8629.30922112,23518516.0,10915470.0,9048401.0
ACB,2020-10-05,8629.30922112,8854.421635584,8591.790485376,8854.421635584,13043521.0,5401100.0,4751100.0
ACB,2020-10-06,8854.421635584,9079.534050048,8854.421635584,9004.49657856,10982719.0,5513900.0,3685600.0
ACB,2020-10-07,9004.49657856,9042.015314304,8741.865428352,8779.384164096,17725563.0,6034800.0,8589100.0
ACB,2020-10-08,8704.346692608,8891.940371328,8629.30922112,8704.346692608,14102078.0,3844700.0,6741700.0
ACB,2020-10-09,8704.346692608,8929.459107072,8666.827956864,8816.90289984,48688862.0,4358500.0,2942300.0
ACB,2020-10-12,8891.940371328,8929.459107072,8741.865428352,8741.865428352,14520940.0,2352000.0,4172900.0
ACB,2020-10-13,8779.384164096,8779.384164096,8666.827956864,8779.384164096,6155097.0,1776900.0,2535500.0
ACB,2020-10-14,8816.90289984,9042.015314304,8779.384164096,9004.49657856,20354714.0,10128200.0,4899100.0
ACB,2020-10-15,9004.49657856,9304.646464512,8966.977842816,9192.09025728,16372687.0,8927700.0,4556500.0
ACB,2020-10-16,9192.09025728,9379.683936,9079.534050048,9267.127728768,8719295.0,3279300.0,3159600.0
ACB,2020-10-19,9379.683936,9642.315086208,9342.165200256,9492.240143232,14330592.0,6280700.0,3979100.0
ACB,2020-10-20,9529.758878976,9604.796350464,9379.683936,9492.240143232,11382994.0,2955000.0,4740800.0
ACB,2020-10-21,9529.758878976,9604.796350464,9454.721407488,9454.721407488,8880887.0,2712400.0,3700400.0
ACB,2020-10-22,9492.240143232,9754.87129344,9379.683936,9604.796350464,9447333.0,4096600.0,2777900.0
ACB,2020-10-23,9679.833821952,9717.352557696,9567.27761472,9604.796350464,8028985.0,3574300.0,2722300.0
ACB,2020-10-26,9604.796350464,9679.833821952,9304.646464512,9304.646464512,11795767.0,3808800.0,4914700.0
ACB,2020-10-27,9267.127728768,9342.165200256,9154.571521536,9154.571521536,11752897.0,4073100.0,4429300.0
ACB,2020-10-28,9154.571521536,9192.09025728,8891.940371328,8929.459107072,14927035.0,4430100.0,7411800.0
ACB,2020-10-29,8854.421635584,9117.052785792,8704.346692608,8966.977842816,8991393.0,3492100.0,2810000.0
ACB,2020-10-30,9042.015314304,9117.052785792,8929.459107072,9042.015314304,4395945.0,1278500.0,1485700.0
ACB,2020-11-02,9079.534050048,9192.09025728,9004.49657856,9192.09025728,3855653.0,1264300.0,1057800.0
ACB,2020-11-03,9192.09025728,9454.721407488,9192.09025728,9379.683936,7899295.0,2965600.0,1807300.0
ACB,2020-11-04,9417.202671744,9642.315086208,9417.202671744,9567.27761472,12653096.0,4739000.0,2504700.0
ACB,2020-11-05,9567.27761472,9642.315086208,9342.165200256,9342.165200256,8550742.0,2505800.0,3222700.0
ACB,2020-11-06,9342.165200256,9417.202671744,9304.646464512,9417.202671744,3672493.0,1311600.0,1413400.0
ACB,2020-11-09,9417.202671744,9567.27761472,9417.202671744,9529.758878976,5900784.0,2164800.0,2419900.0
ACB,2020-11-10,9642.315086208,9754.87129344,9492.240143232,9492.240143232,10592669.0,2692100.0,4105500.0
ACB,2020-11-11,9492.240143232,9567.27761472,9454.721407488,9529.758878976,4768113.0,1068700.0,1527400.0
ACB,2020-11-12,9529.758878976,9904.946236416,9529.758878976,9904.946236416,19115446.0,9616800.0,3798500.0
ACB,2020-11-13,9904.946236416,10017.502443648,9867.427500672,9942.46497216,7310975.0,2842700.0,1884800.0
ACB,2020-11-16,9942.46497216,10055.021179392,9829.908764928,9829.908764928,9214187.0,1446000.0,4836400.0
ACB,2020-11-17,9829.908764928,10205.096122368,9829.908764928,10205.096122368,16779979.0,6986400.0,4517700.0
ACB,2020-11-18,10205.096122368,10392.689801088,10092.539915136,10205.096122368,7925988.0,2831800.0,3014700.0
ACB,2020-11-19,10242.614858112,10317.6523296,10130.05865088,10205.096122368,7685798.0,1873700.0,3341900.0
ACB,2020-11-20,10242.614858112,10280.133593856,10055.021179392,10242.614858112,9601480.0,3416000.0,3777600.0
ACB,2020-11-23,10317.6523296,10355.171065344,10130.05865088,10242.614858112,11306302.0,4299200.0,3990000.0
ACB,2020-11-24,10242.614858112,10430.208536832,10167.577386624,10242.614858112,11622725.0,4393700.0,3686500.0
ACB,2020-11-25,10242.614858112,10355.171065344,10167.577386624,10242.614858112,6498835.0,2017500.0,2754600.0
ACB,2020-11-26,10242.614858112,10392.689801088,10130.05865088,10280.133593856,10585965.0,4442800.0,3053700.0
ACB,2020-11-27,10317.6523296,10355.171065344,10205.096122368,10205.096122368,6720515.0,1574500.0,1925400.0
ACB,2020-11-30,10280.133593856,10280.133593856,10130.05865088,10205.096122368,8943936.0,2950000.0,2349100.0
ACB,2020-12-01,10205.096122368,10242.614858112,10055.021179392,10242.614858112,9259715.0,3350700.0,3776000.0
ACB,2020-12-09,10542.764744064,10861.673997888,10430.208536832,10711.599054912,24200930.0,16090880.0,7889660.0
ACB,2020-12-10,10805.395894272,10805.395894272,10467.727272576,10486.486640448,9233750.0,2683250.0,6166910.0
ACB,2020-12-11,10542.764744064,10599.04284768,10430.208536832,10580.283479808,4459820.0,2381810.0,1816330.0
ACB,2020-12-14,10617.802215552,10692.83968704,10542.764744064,10580.283479808,7325960.0,3440990.0,3465820.0
ACB,2020-12-15,10580.283479808,10599.04284768,10467.727272576,10505.24600832,7305490.0,2759590.0,4338160.0
ACB,2020-12-16,10524.005376192,10674.080319168,10505.24600832,10599.04284768,10461450.0,12195320.0,3272530.0
ACB,2020-12-17,10542.764744064,10824.155262144,10524.005376192,10617.802215552,13567290.0,3731790.0,1067110.0
ACB,2020-12-18,10674.080319168,10749.117790656,10617.802215552,10655.320951296,11693630.0,5141310.0,5602420.0
ACB,2020-12-21,10692.83968704,10992.989572992,10636.561583424,10861.673997888,22481640.0,13248390.0,8804300.0
ACB,2020-12-22,10861.673997888,10880.43336576,10730.358422784,10786.6365264,7573290.0,2990090.0,4477650.0
ACB,2020-12-23,10805.395894272,10824.155262144,10505.24600832,10542.764744064,11216860.0,3558670.0,7606700.0
ACB,2020-12-24,10542.764744064,10617.802215552,9942.46497216,10242.614858112,15831250.0,4264470.0,11549550.0
ACB,2020-12-25,10242.614858112,10505.24600832,10205.096122368,10486.486640448,9194080.0,5804400.0,3150430.0
