date,drawdown
2021-01-18,0.0
2021-01-18,0.0
2021-01-22,0.0
2021-01-28,0.0
2021-01-28,-0.08833541824744737
2021-02-02,-0.02847264969335801
2021-02-02,-0.11384005364696217
2021-02-03,-0.19627469084944904
2021-02-17,-0.052268864468463086
2021-02-18,-0.01881974828930637
2021-02-19,0.0
2021-02-22,0.0
2021-02-22,0.0
2021-02-22,0.0
2021-02-22,0.0
2021-02-23,0.0
2021-02-23,0.0
2021-02-23,0.0
2021-02-23,0.0
2021-02-23,0.0
2021-02-25,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-03,0.0
2021-03-11,0.0
2021-03-18,0.0
2021-03-22,0.0
2021-03-22,0.0
2021-03-30,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-02,0.0
2021-04-05,0.0
2021-04-05,0.0
2021-04-06,0.0
2021-04-08,0.0
2021-04-08,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-12,0.0
2021-04-20,-0.0042207235971086264
2021-04-23,-0.03509952826171725
2021-04-26,0.0
2021-04-26,0.0
2021-04-27,-0.156768365324516
2021-04-28,-0.03021743239676658
2021-04-28,0.0
2021-04-29,-0.030740459540457604
2021-05-05,0.0
2021-05-10,0.0
2021-05-13,0.0
2021-05-13,0.0
2021-05-13,0.0
2021-05-14,0.0
2021-05-14,0.0
2021-05-14,0.0
2021-05-14,0.0
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-24,0.0
2021-05-25,0.0
2021-05-26,0.0
2021-05-31,0.0
2021-05-31,0.0
2021-05-31,0.0
2021-06-01,0.0
2021-06-01,0.0
2021-06-02,0.0
2021-06-03,0.0
2021-06-04,0.0
2021-06-07,0.0
2021-06-08,-0.05189810189810671
2021-06-10,0.0
2021-06-10,0.0
2021-06-10,-0.008250605882083852
2021-06-14,0.0
2021-06-14,0.0
2021-06-17,0.0
2021-06-18,0.0
2021-06-22,0.0
2021-06-22,0.0
2021-06-22,0.0
2021-06-23,0.0
2021-06-23,0.0
2021-06-23,0.0
2021-06-24,0.0
2021-06-28,0.0
2021-06-28,0.0
2021-06-29,0.0
2021-06-30,0.0
2021-07-05,0.0
2021-07-05,-0.00792672673860861
2021-07-05,0.0
2021-07-06,0.0
2021-07-06,-0.07894407088883887
2021-07-08,-0.10832638464848938
2021-07-12,-0.1633281980694661
2021-07-13,-0.09257343905797283
2021-07-21,-0.005142383084116442
2021-07-21,0.0
2021-07-22,0.0
2021-07-26,0.0
2021-07-27,0.0
2021-07-27,0.0
2021-07-27,0.0
2021-07-28,0.0
2021-07-30,0.0
2021-08-02,0.0
2021-08-02,0.0
2021-08-02,0.0
2021-08-02,0.0
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-09,0.0
2021-08-11,0.0
2021-08-11,0.0
2021-08-11,0.0
2021-08-11,0.0
2021-08-11,0.0
2021-08-12,0.0
2021-08-16,0.0
2021-08-17,0.0
2021-08-17,0.0
2021-08-25,0.0
2021-08-27,0.0
2021-08-31,0.0
2021-08-31,0.0
2021-09-01,0.0
2021-09-01,0.0
2021-09-06,0.0
2021-09-09,0.0
2021-09-10,0.0
2021-09-13,0.0
2021-09-14,0.0
2021-09-17,0.0
2021-09-17,0.0
2021-09-17,0.0
2021-09-20,0.0
2021-09-20,0.0
2021-09-21,0.0
2021-09-22,0.0
2021-09-22,0.0
2021-09-27,0.0
2021-09-29,0.0
2021-09-30,0.0
2021-10-04,0.0
2021-10-04,0.0
2021-10-06,0.0
2021-10-08,0.0
2021-10-11,0.0
2021-10-11,0.0
2021-10-13,0.0
2021-10-15,0.0
2021-10-15,0.0
2021-10-15,0.0
2021-10-15,0.0
2021-10-19,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-27,0.0
2021-10-29,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-09,0.0
2021-11-11,-0.013164457919704992
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-22,0.0
2021-11-22,0.0
2021-11-22,0.0
2021-11-24,0.0
2021-11-24,0.0
2021-11-24,0.0
2021-11-25,0.0
2021-11-25,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-06,-0.034943426590206675
2021-12-13,0.0
2021-12-20,0.0
2021-12-20,0.0
2021-12-22,-0.017875306511669853
2021-12-23,-0.02675638706840154
2021-12-24,-0.07588288049827532
2021-12-31,-0.0586669630317641
2021-12-31,0.0
2021-12-31,0.0
2021-12-31,0.0
2021-12-31,0.0
2021-12-31,0.0
