ts_utc,ts_local,ticker,price,signal,method
2025-09-18T09:24:35.461689+00:00,2025-08-25 13:30:00,NAB,16200,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.461689+00:00,2025-08-26 09:15:00,NAB,15900,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.461689+00:00,2025-08-26 13:15:00,NAB,15800,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.462686+00:00,2025-08-27 10:45:00,NAB,16250,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.462686+00:00,2025-08-27 11:15:00,NAB,16250,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.462686+00:00,2025-08-29 10:30:00,NAB,16200,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.463683+00:00,2025-08-29 11:00:00,NAB,16150,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.464188+00:00,2025-09-05 14:15:00,NAB,16000,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.464188+00:00,2025-09-08 09:15:00,NAB,15800,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.464188+00:00,2025-09-08 14:15:00,NAB,15500,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.465190+00:00,2025-09-09 09:15:00,NAB,15400,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.465190+00:00,2025-09-11 09:45:00,NAB,15150,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.465190+00:00,2025-09-15 13:15:00,NAB,15400,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.466431+00:00,2025-09-17 13:00:00,NAB,15300,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.467568+00:00,2025-09-17 14:15:00,NAB,15250,1,Wyckoff+VSA+RSI
2025-09-18T09:24:35.467568+00:00,2025-09-18 10:15:00,NAB,15100,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.065852+00:00,2025-08-21 14:15:00,BFC,50600,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.066848+00:00,2025-08-21 14:45:00,BFC,50800,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.068352+00:00,2025-08-25 09:15:00,BFC,44650,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.069694+00:00,2025-08-25 09:30:00,BFC,44250,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.070703+00:00,2025-08-25 10:15:00,BFC,44600,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.070703+00:00,2025-08-25 13:00:00,BFC,44150,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.071796+00:00,2025-08-25 13:15:00,BFC,43950,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.071796+00:00,2025-08-26 09:15:00,BFC,43000,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.072905+00:00,2025-09-05 11:15:00,BFC,44500,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.072905+00:00,2025-09-05 14:15:00,BFC,44100,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.072905+00:00,2025-09-08 10:00:00,BFC,43000,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.073907+00:00,2025-09-08 10:15:00,BFC,42800,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.073907+00:00,2025-09-08 14:15:00,BFC,42100,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.073907+00:00,2025-09-10 09:15:00,BFC,41500,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.074920+00:00,2025-09-12 13:30:00,BFC,43200,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.074920+00:00,2025-09-15 14:00:00,BFC,44300,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.074920+00:00,2025-09-15 14:45:00,BFC,44300,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.076327+00:00,2025-09-16 10:45:00,BFC,44750,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.076327+00:00,2025-09-16 11:00:00,BFC,44800,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.076327+00:00,2025-09-17 13:45:00,BFC,44000,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.748253+00:00,2025-08-20 10:45:00,NTL,21000,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.749350+00:00,2025-08-21 13:45:00,NTL,20600,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.749350+00:00,2025-08-22 09:15:00,NTL,20000,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.750406+00:00,2025-08-22 09:30:00,NTL,20150,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.750406+00:00,2025-08-22 10:15:00,NTL,19750,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.751518+00:00,2025-08-22 10:45:00,NTL,19300,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.752934+00:00,2025-08-25 13:30:00,NTL,18650,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.753940+00:00,2025-08-26 14:45:00,NTL,19400,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.755010+00:00,2025-08-27 09:30:00,NTL,19800,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.755010+00:00,2025-08-27 13:15:00,NTL,19600,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.756066+00:00,2025-08-28 13:30:00,NTL,19400,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.757103+00:00,2025-08-29 09:45:00,NTL,19900,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.757103+00:00,2025-09-03 13:00:00,NTL,19800,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.758220+00:00,2025-09-04 09:15:00,NTL,20450,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.758220+00:00,2025-09-04 09:30:00,NTL,20500,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.759716+00:00,2025-09-04 10:30:00,NTL,20300,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.759716+00:00,2025-09-08 09:15:00,NTL,19450,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.761232+00:00,2025-09-08 14:00:00,NTL,19550,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.762296+00:00,2025-09-10 14:00:00,NTL,18850,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.762296+00:00,2025-09-11 09:30:00,NTL,18500,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.763900+00:00,2025-09-11 09:45:00,NTL,18400,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.763900+00:00,2025-09-11 10:15:00,NTL,18350,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.765087+00:00,2025-09-12 09:15:00,NTL,19100,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.765087+00:00,2025-09-12 09:45:00,NTL,19200,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.766142+00:00,2025-09-12 10:30:00,NTL,19150,-1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.766142+00:00,2025-09-17 14:15:00,NTL,18700,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.767151+00:00,2025-09-18 10:15:00,NTL,18400,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.767151+00:00,2025-09-18 10:45:00,NTL,18300,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.769104+00:00,2025-09-18 13:30:00,NTL,18200,1,Wyckoff+VSA+RSI
2025-09-18T09:24:36.769104+00:00,2025-09-18 13:45:00,NTL,18250,1,Wyckoff+VSA+RSI
