date,equity,return
2024-01-29,1.0743860906972578,0.07438609069725767
2024-01-30,1.0656713826596953,-0.008111337360954343
2024-02-01,1.1167192775633241,0.047902097902097894
2024-02-05,1.0052245339199037,-0.09984133513545271
2024-02-07,1.0752627774993477,0.06967422821081366
2024-02-07,1.1594569382784317,0.07830100933549229
2024-02-19,1.2099868109974101,0.04358063766818758
2024-02-21,1.270226150234528,0.04978512053983606
2024-02-22,1.2756112873224978,0.004239510489510652
2024-02-27,1.3202130805855223,0.03496503496503506
2024-02-29,1.383248827027066,0.047746645877487275
2024-03-01,1.3661877791391963,-0.01233404110274065
2024-03-06,1.372033341611905,0.004278740127797005
2024-03-08,1.3914054238836182,0.014119250374013813
2024-03-14,1.4980736999093611,0.0766622540021556
2024-03-15,1.5504538992068917,0.03496503496503513
2024-03-20,1.4912685550676905,-0.038172914505537094
2024-03-21,1.5698104454127049,0.052667837780197256
2024-03-22,1.4925118800119057,-0.049240700128274
2024-03-25,1.5855217612058508,0.0623176823176799
2024-04-02,1.5727053862568963,-0.008083380034599536
2024-04-04,1.5443379962175723,-0.018037319823034016
2024-04-05,1.4366564341633867,-0.06972668050512361
2024-04-08,1.3067004151971178,-0.09045727000272452
2024-04-10,1.2782376281822907,-0.021782182575134017
2024-04-11,1.3435380220800432,0.05108627101723838
2024-04-15,1.2967103010307446,-0.034854034854034766
2024-04-15,1.1924617073067314,-0.08039466767646318
2024-04-17,1.1363543875922484,-0.047051674171748346
2024-04-23,1.1278009356861187,-0.007527098939841273
2024-04-24,1.144588805743099,0.014885490449400325
2024-05-02,1.2065563977423401,0.05413961038961053
2024-05-08,1.2818936854467526,0.06243992228244008
2024-05-14,1.315625578714827,0.026314111420494536
2024-05-16,1.3010139331117974,-0.011106234052778973
2024-05-27,1.2690868669914366,-0.024540141583262603
2024-05-29,1.2317982988343912,-0.029382203162690943
2024-05-31,1.3235268007243468,0.07446714448035474
2024-06-03,1.3904025174022006,0.05052841894947163
2024-06-07,1.3893187815914667,-0.0007794403398798438
2024-06-14,1.3834685453447748,-0.004210866738582711
2024-06-14,1.4328064242167013,0.03566245075679048
2024-06-21,1.35168805016164,-0.05661502676428043
2024-06-25,1.3081913855813967,-0.03217951403435272
2024-07-02,1.3117070889575424,0.002687453391678847
2024-07-05,1.429159087784407,0.08954133115206965
2024-07-10,1.4167949342377408,-0.008651348651348508
2024-07-11,1.5513713520217278,0.09498651818401041
2024-07-22,1.5482717089607456,-0.0019980019980018276
2024-07-29,1.5340217372672127,-0.009203792597294232
2024-07-29,1.443290240461652,-0.059146161101468225
2024-08-01,1.3563221102888148,-0.0602568546053631
2024-08-01,1.3913623163691278,0.02583472304587841
2024-08-02,1.2879230547748286,-0.0743438717416411
2024-08-05,1.2721892039660532,-0.012216452489490008
2024-08-14,1.2337139513363522,-0.03024334156409621
2024-08-15,0.9775118657878566,-0.20766733266733253
2024-08-16,0.9775954523192739,8.550948008168503e-05
2024-08-22,1.1280974792420067,0.15395123470110023
2024-08-22,1.2184128958118914,0.08005994005994019
2024-08-27,1.2197315244870126,0.0010822510822511497
2024-08-28,1.2400713186016428,0.016675632060247483
2024-08-29,1.273949241154017,0.027319334012640778
2024-08-30,1.3358767018192013,0.048610618590334685
2024-09-10,1.3649463745121198,0.02176074532427387
2024-09-13,1.362219208928679,-0.0019980019980019707
2024-09-23,1.4355764273156812,0.053851258230820424
2024-09-24,1.5084877469900166,0.05078888054094683
2024-09-27,1.613822277592773,0.06982789937335412
2024-10-02,1.6857373112539251,0.04456192894326788
2024-10-03,1.5958473599228398,-0.053323819038104674
2024-10-04,1.4625205522217681,-0.08354609034006744
2024-10-04,1.5405802436566651,0.05337339794392185
2024-10-17,1.6035298614282107,0.04086097951128501
2024-10-18,1.571051749361931,-0.02025413610779451
2024-10-21,1.4678587400947523,-0.06568402938292107
2024-10-24,1.3978301101137962,-0.047708017173665865
2024-10-24,1.3670856768768231,-0.02199439904357912
2024-10-31,1.4180930875209132,0.03731105629064824
2024-11-01,1.4152597346986937,-0.0019980019980019533
2024-11-05,1.4718547502284334,0.039989137076515906
2024-11-06,1.4970849345665083,0.017141762347241914
2024-11-12,1.4657248870936088,-0.020947407023356318
2024-11-18,1.4286897148236641,-0.02526747863535417
2024-11-18,1.3974228579522576,-0.021884987724759865
2024-11-26,1.3835842236619758,-0.009902968318809779
2024-11-27,1.3959107466090634,0.008909123663222149
2024-11-27,1.4200853602285963,0.017318165705262706
2024-11-28,1.4474022401785802,0.019236083065870477
2024-11-28,1.4889112598119423,0.028678288924190627
2024-12-04,1.5151871289143999,0.01764770662408467
2024-12-06,1.5514005446341406,0.023900292596655687
2024-12-12,1.417662959597359,-0.0862044205794191
2024-12-19,1.504471615919393,0.061233635071264746
2024-12-26,2.0141467699200044,0.33877352593930155
2024-12-31,2.06848089582958,0.02697624955689488
2024-12-31,2.2496100728677577,0.08756627987397228
2024-12-31,2.1862546454544387,-0.028162848387567406
