date,equity,return
2024-01-30,0.999799274561302,-0.00020072543869796534
2024-03-07,0.9850366202193562,-0.014765618177132048
2024-03-22,1.0491941999551777,0.06513217723980079
2024-03-27,1.038694232824523,-0.010007648851950594
2024-04-09,1.012511502935468,-0.025207350788745825
2024-04-10,0.973519411359008,-0.038510270217587135
2024-04-15,0.8952536418062145,-0.08039466767646318
2024-05-02,0.9437223251734829,0.05413961038961053
2024-05-06,0.9574473202161867,0.014543467582141636
2024-05-23,1.0155745977983202,0.060710679694637
2024-06-03,1.0561463384326892,0.03994954257651296
2024-06-07,1.0795478590756789,0.02215746037402096
2024-06-14,1.1180471814395638,0.03566245075679048
2024-06-24,1.0360123682478275,-0.07337330172963787
2024-06-28,1.0658627832778191,0.02881279794031483
