ticker,timestamp,open,high,low,close,volume,bu,sd,label,hit_time,hit_type,ub,lb,vbar_end,ema_20,ema_40,ema_80,ema_200,sma_40,sma_80,sma_200,macd,macd_signal,macd_diff,adx,rsi,stoch,stoch_signal,bb_upper,bb_lower,bb_width,bb_position,atr,atr_ratio,mfi,vwap,vwap_ratio,obv,return_4d,return_20d,return_40d,return_80d,return_240d,return_480d,volatility,volatility_of_volatility,volume_sma,volume_ratio,volume_zscore,bu_sd_ratio,net_active_volume,active_volume_ratio,high_low_ratio,close_open_ratio,gap,trend_sma,above_trend,vol_regime,roc_5,roc_10,roc_20,cum_return_5d,cum_return_10d,cum_return_20d,price_rank_20d,price_rank_50d
CSV,2025-06-06 11:15:00,34486.0,34534.0,34486.0,34534.0,15700.0,7200.0,8500.0,-1,1970-01-01 00:00:00.000000036,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000036,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,15700.0,0.0,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.8470588235284151,-1300.0,-0.0828025477706479,0.0013899345572479297,0.0013918691642985559,0.0,19781.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.58
CSV,2025-06-06 13:00:00,34534.0,34632.0,34486.0,34486.0,67200.0,15300.0,51900.0,-1,1970-01-01 00:00:00.000000037,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000037,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-51500.0,0.0,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.2947976878612149,-36600.0,-0.5446428571427762,0.004233602041408107,-0.0013899345572479297,0.0,19781.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.58
CSV,2025-06-06 13:15:00,34534.0,34534.0,34388.0,34437.0,84100.0,37600.0,46500.0,-1,1970-01-01 00:00:00.000000038,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000038,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-135600.0,0.0,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.8086021505374605,-8900.0,-0.10582639714624188,0.004239625983680344,-0.0028088260844385243,0.0013918691642985559,19781.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.58
CSV,2025-06-06 13:30:00,34437.0,34486.0,34340.0,34486.0,103500.0,47800.0,55700.0,-1,1970-01-01 00:00:00.000000039,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000039,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-32100.0,0.0,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.8581687612206719,-7900.0,-0.07632850241545157,0.004233602041408107,0.001422888172605047,0.0,19781.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.58
CSV,2025-06-06 13:45:00,34486.0,34486.0,34388.0,34486.0,83600.0,15200.0,68400.0,-1,1970-01-01 00:00:00.000000040,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000040,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-32100.0,-0.001389934557247896,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.22222222222218974,-53200.0,-0.6363636363635603,0.0028417328771095517,0.0,0.0,19781.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.58
CSV,2025-06-06 14:00:00,34486.0,34583.0,34437.0,34534.0,43300.0,16500.0,26800.0,-1,1970-01-01 00:00:00.000000041,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000041,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,11200.0,0.0013918691642984538,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.615671641790815,-10300.0,-0.23787528868354785,0.0042277176116291195,0.0013918691642985559,0.0,19781.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.525,0.58
CSV,2025-06-06 14:15:00,34534.0,34534.0,34097.0,34243.0,325400.0,48300.0,277100.0,-1,1970-01-01 00:00:00.000000042,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000042,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-314200.0,-0.005633475622150552,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.17430530494405722,-228800.0,-0.7031346035648216,0.012761732324854716,-0.008426478253315573,0.0,19781.75,0.0,1.0,-0.7046337644261439,0.0,0.0,-0.7046337644261436,0.0,0.0,0.525,0.58
CSV,2025-06-06 14:45:00,34145.0,34145.0,34145.0,34145.0,121900.0,0.0,0.0,-1,1970-01-01 00:00:00.000000043,vbar_sign,inf,-inf,1970-01-01 00:00:00.000000043,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-436100.0,-0.009888070521370973,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.0,0.0,0.0,0.0,0.0,-0.002861898782232865,19781.75,0.0,1.0,-0.8479251967360688,0.0,0.0,-0.8479251967360657,0.0,0.0,0.525,0.58
CSV,2025-06-09 09:15:00,34340.0,34340.0,33853.0,33853.0,130400.0,17100.0,109100.0,0,1970-01-01 00:00:00.000000044,vbar_neutral,inf,-inf,1970-01-01 00:00:00.000000044,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-566500.0,-0.018355274604187177,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,0.1567369385884366,-92000.0,-0.7290015847859961,0.014385726523498656,-0.014181712288875947,0.005710938644018158,19781.75,0.0,1.0,-1.8355274604187204,0.0,0.0,-1.8355274604187177,0.0,0.0,0.525,0.58
CSV,2025-06-09 09:30:00,33853.0,33951.0,33853.0,33951.0,33100.0,21300.0,11800.0,0,1970-01-01 00:00:00.000000045,vbar_neutral,inf,-inf,1970-01-01 00:00:00.000000045,19833.376319875468,19809.60453150414,19822.171192817885,19873.658915984037,19786.65,19764.84375,19753.25,53.11110789386203,54.861658578406804,0.17080434009180578,13.706833490647877,51.16429662797319,53.84615384615385,54.14634146341461,20503.699716214425,19231.305692122718,0.04759155454967151,0.5858131290558374,126.32785905879099,0.005985883517274613,49.09256970435972,19762.480782146653,1.0016597795136808,-533400.0,-0.016881913476573862,0.0,0.00328947368421062,0.006893039820851654,0.026621594258330106,0.05010556139356426,0.005401038550162744,0.0005493692619706684,55665.0,0.6719818350146518,-0.2981069873328438,1.805084745761182,9500.0,0.28700906344402205,0.002886512915672587,0.002894868992408354,0.0,19781.75,0.0,1.0,-1.5513541727077655,0.0,0.0,-1.551354172707764,0.0,0.0,0.525,0.58
